age,annual_income,credit_score,employment_type,loan_amount,monthly_existing_emis,loan_purpose,loan_tenure_months,years_in_current_job,total_work_experience,existing_loan_count,residential_status,number_of_dependents,city_tier,education_level,marital_status,bank_account_vintage_months,risk_score,approval_status,dti_ratio,loan_to_income_ratio
31,1055329,607,Self-Employed,3708433,0,Education,84,2.3,2.3,0,Rented,0,Tier-2,Graduate,Single,85,39.66,REJECTED,71.1,3.51
21,802832,714,Salaried,5650306,13792,Business,180,0.0,0.0,1,Owned,1,Tier-1,Post-Graduate,Single,48,40.3,REJECTED,113.97,7.04
27,2619936,751,Government,10000000,0,Business,60,1.3,1.3,0,Owned,0,Metro,Professional,Married,151,61.26,MANUAL_REVIEW,98.45,3.82
40,316825,541,Salaried,633444,5002,Education,120,6.7,10.0,1,Owned,0,Tier-3,Professional,Married,172,48.3,MANUAL_REVIEW,51.32,2.0
38,845972,828,Government,1647349,9960,Personal,60,2.6,13.5,1,Company-Provided,0,Tier-1,Post-Graduate,Married,36,70.7,MANUAL_REVIEW,64.35,1.95
36,4402091,712,Salaried,10000000,146694,Personal,24,5.5,12.0,3,Rented,2,Tier-2,Graduate,Married,51,61.9,MANUAL_REVIEW,166.41,2.27
25,819506,693,Salaried,2322589,9844,Education,60,1.1,1.1,1,Owned,0,Tier-3,Graduate,Married,6,50.32,MANUAL_REVIEW,87.51,2.83
33,389308,732,Salaried,1082671,6313,Personal,12,5.1,11.8,2,Company-Provided,3,Tier-1,Graduate,Married,179,60.76,MANUAL_REVIEW,313.63,2.78
21,654303,582,Salaried,6064114,19849,Home,360,0.0,0.0,4,Owned,3,Tier-3,Graduate,Married,134,22.3,REJECTED,138.14,9.27
36,1139628,731,Government,6397321,13610,Home,360,0.5,0.5,1,Rented,3,Tier-2,Graduate,Married,61,49.5,MANUAL_REVIEW,75.95,5.61
49,1452312,630,Salaried,3565017,29150,Education,84,7.0,23.6,1,Rented,1,Tier-2,Post-Graduate,Single,51,51.4,MANUAL_REVIEW,73.75,2.45
21,928275,763,Government,1437971,30378,Medical,24,0.0,0.0,4,Rented,0,Metro,Post-Graduate,Single,93,63.9,MANUAL_REVIEW,125.48,1.55
29,1849871,744,Self-Employed,5240848,26851,Business,84,5.7,5.7,2,Owned,0,Tier-3,High-School,Married,188,61.24,MANUAL_REVIEW,74.74,2.83
38,432831,762,Government,812713,11214,Personal,60,13.6,14.5,3,Rented,2,Metro,High-School,Single,61,74.0,APPROVED,79.52,1.88
47,502446,623,Salaried,609823,5192,Personal,12,3.6,3.6,1,Company-Provided,4,Tier-1,Professional,Married,83,44.22,MANUAL_REVIEW,140.78,1.21
30,595107,687,Salaried,5317693,13898,Home,180,0.9,0.9,2,Owned,0,Tier-2,Graduate,Married,28,37.78,REJECTED,146.55,8.94
28,1849592,684,Salaried,5326542,0,Personal,12,0.8,6.8,0,Owned,3,Tier-1,Post-Graduate,Married,53,45.06,MANUAL_REVIEW,304.63,2.88
21,760190,740,Salaried,1213519,12778,Education,60,0.0,0.0,3,Company-Provided,2,Metro,Graduate,Married,195,57.8,MANUAL_REVIEW,61.34,1.6
36,998139,767,Salaried,2297134,25774,Personal,36,4.9,13.8,3,Owned,2,Tier-3,Graduate,Divorced,141,67.56,MANUAL_REVIEW,120.75,2.3
55,1501359,605,Salaried,8395377,0,Business,180,4.4,30.8,0,Owned,2,Metro,Graduate,Married,71,37.3,REJECTED,74.17,5.59
37,2139984,757,Salaried,10000000,0,Home,300,5.7,10.5,0,Owned,0,Metro,Graduate,Single,10,74.0,APPROVED,52.95,4.67
34,571537,689,Salaried,1349477,0,Personal,60,6.8,8.2,0,Owned,2,Metro,Post-Graduate,Married,43,53.24,MANUAL_REVIEW,60.9,2.36
38,1289770,633,Salaried,1748890,24706,Personal,12,1.7,6.1,1,Rented,2,Tier-2,Graduate,Single,102,40.52,REJECTED,166.42,1.36
34,650861,770,Salaried,3279355,0,Home,180,1.9,1.9,0,Owned,3,Tier-3,Graduate,Single,137,57.48,MANUAL_REVIEW,66.83,5.04
26,2517441,839,Salaried,3139217,39796,Personal,60,1.2,3.4,1,Owned,1,Tier-3,Post-Graduate,Married,172,67.08,MANUAL_REVIEW,51.13,1.25
43,660622,638,Government,1872468,14522,Personal,36,13.5,18.0,1,Family-Owned,2,Tier-2,High-School,Divorced,13,49.5,MANUAL_REVIEW,136.93,2.83
37,747471,744,Salaried,3729561,8839,Business,84,6.9,8.7,3,Family-Owned,2,Tier-2,Professional,Married,98,54.04,MANUAL_REVIEW,115.14,4.99
35,1803998,780,Government,10000000,51764,Home,360,0.7,0.7,1,Owned,2,Tier-2,Graduate,Married,98,57.44,MANUAL_REVIEW,95.28,5.54
25,1193688,602,Salaried,2934205,32350,Education,84,0.6,0.6,1,Owned,1,Tier-2,Graduate,Married,42,40.52,REJECTED,82.26,2.46
48,1127065,763,Salaried,1935469,24747,Vehicle,48,1.2,2.8,1,Company-Provided,0,Tier-3,High-School,Married,171,65.86,MANUAL_REVIEW,79.11,1.72
41,1434582,656,Self-Employed,3668968,0,Personal,12,7.9,13.2,0,Company-Provided,1,Tier-1,Post-Graduate,Divorced,227,52.14,MANUAL_REVIEW,270.53,2.56
29,450465,694,Self-Employed,1159573,7887,Personal,60,2.6,4.5,1,Company-Provided,1,Metro,Graduate,Married,125,46.2,MANUAL_REVIEW,87.41,2.57
45,2857473,736,Government,5278378,89193,Education,84,7.7,11.2,2,Company-Provided,2,Tier-1,High-School,Married,116,73.04,APPROVED,74.83,1.85
30,1359058,732,Salaried,6819725,32882,Home,300,4.5,4.9,4,Rented,2,Metro,Graduate,Single,193,56.28,MANUAL_REVIEW,85.89,5.02
27,1747398,508,Salaried,1287709,0,Medical,48,1.7,1.7,0,Owned,3,Tier-3,Professional,Single,145,53.24,MANUAL_REVIEW,22.64,0.74
27,675759,498,Government,5837376,10442,Home,360,4.8,4.8,2,Company-Provided,2,Tier-2,Post-Graduate,Married,109,34.56,REJECTED,113.36,8.64
21,1030159,710,Self-Employed,2203775,0,Vehicle,36,0.0,0.0,0,Rented,1,Metro,Post-Graduate,Married,205,53.5,MANUAL_REVIEW,83.44,2.14
39,678242,702,Salaried,2420517,19330,Home,300,6.6,11.6,2,Rented,2,Metro,High-School,Single,117,65.22,MANUAL_REVIEW,74.64,3.57
21,2052308,640,Self-Employed,9855240,49683,Home,180,0.0,0.0,1,Family-Owned,1,Tier-3,Post-Graduate,Single,64,35.6,REJECTED,92.75,4.8
22,1773420,590,Government,4361952,0,Education,120,0.1,0.1,0,Rented,0,Tier-2,Post-Graduate,Married,116,48.42,MANUAL_REVIEW,39.83,2.46
21,573294,706,Salaried,1168221,6597,Personal,12,0.0,0.0,1,Rented,1,Tier-1,High-School,Married,24,49.6,MANUAL_REVIEW,229.36,2.04
34,364673,460,Self-Employed,1820942,4080,Business,84,5.7,12.5,3,Rented,2,Metro,High-School,Single,72,32.1,REJECTED,114.46,4.99
33,1663527,703,Salaried,4109546,0,Vehicle,48,2.3,2.3,0,Owned,1,Metro,Graduate,Married,173,60.36,MANUAL_REVIEW,75.9,2.47
31,1601701,560,Self-Employed,5348962,0,Education,84,1.0,1.0,0,Rented,2,Tier-2,Graduate,Single,28,29.9,REJECTED,67.57,3.34
24,438074,718,Government,1661314,13924,Home,300,0.9,0.9,3,Rented,3,Tier-2,Graduate,Divorced,149,55.38,MANUAL_REVIEW,81.11,3.79
23,1234395,556,Salaried,1871781,19171,Personal,48,1.8,1.8,2,Family-Owned,1,Metro,Graduate,Widowed,161,33.46,REJECTED,65.23,1.52
39,300000,787,Salaried,1219047,7476,Business,84,3.7,5.5,2,Rented,0,Metro,Graduate,Married,223,58.9,MANUAL_REVIEW,112.12,4.06
29,1780659,544,Government,3708070,0,Education,120,3.3,3.3,0,Family-Owned,3,Tier-1,Post-Graduate,Married,55,57.96,MANUAL_REVIEW,33.72,2.08
38,458924,790,Salaried,3901597,4242,Home,180,5.3,5.3,3,Owned,2,Tier-2,Professional,Married,145,62.06,MANUAL_REVIEW,123.86,8.5
26,872095,846,Salaried,1926956,19400,Education,60,2.6,4.9,1,Company-Provided,0,Tier-3,Graduate,Widowed,49,68.38,MANUAL_REVIEW,83.69,2.21
36,679939,645,Salaried,1315067,9594,Personal,36,1.2,15.0,3,Owned,2,Tier-3,Post-Graduate,Married,221,42.2,MANUAL_REVIEW,92.37,1.93
48,2246052,700,Salaried,4537594,0,Personal,24,6.9,13.0,0,Rented,0,Tier-2,Post-Graduate,Married,120,63.1,MANUAL_REVIEW,112.43,2.02
40,925306,664,Salaried,3395617,10940,Business,120,1.8,14.9,3,Owned,2,Tier-3,Graduate,Single,211,43.98,MANUAL_REVIEW,73.61,3.67
30,1512870,599,Salaried,7955987,41862,Home,300,0.7,2.0,2,Owned,2,Tier-1,Professional,Single,23,26.1,REJECTED,92.79,5.26
37,1189679,683,Self-Employed,7548498,33991,Business,120,4.3,6.0,1,Owned,4,Metro,High-School,Married,65,42.3,MANUAL_REVIEW,137.03,6.34
32,1032416,766,Salaried,9360689,0,Home,180,2.4,7.5,0,Rented,1,Metro,Professional,Divorced,173,60.1,MANUAL_REVIEW,120.27,9.07
35,1312940,748,Salaried,1711843,34416,Education,60,2.2,4.0,2,Rented,4,Metro,Post-Graduate,Married,92,63.8,MANUAL_REVIEW,65.08,1.3
31,573052,698,Freelancer,1243995,4935,Personal,60,2.1,2.2,1,Company-Provided,3,Tier-3,High-School,Married,148,41.54,MANUAL_REVIEW,66.33,2.17
33,424667,747,Self-Employed,2367746,6563,Business,84,7.6,11.1,2,Rented,3,Tier-3,Graduate,Married,187,52.42,MANUAL_REVIEW,131.35,5.58
37,640335,550,Government,5225879,11114,Home,360,3.9,3.9,2,Rented,1,Metro,Graduate,Married,132,34.38,REJECTED,110.41,8.16
25,676522,590,Self-Employed,1063076,17322,Medical,60,0.2,0.2,1,Rented,1,Tier-1,Graduate,Married,200,30.44,REJECTED,71.26,1.57
24,543471,586,Government,3726297,0,Business,60,2.3,2.3,0,Owned,1,Tier-1,Post-Graduate,Married,68,25.36,REJECTED,176.85,6.86
21,558026,647,Government,1980605,15190,Home,300,0.0,0.0,3,Rented,0,Tier-2,Post-Graduate,Single,128,40.0,REJECTED,72.88,3.55
21,781016,543,Salaried,3349741,18767,Business,84,0.0,0.0,3,Rented,2,Tier-1,High-School,Married,188,20.1,REJECTED,115.61,4.29
22,438796,653,Salaried,1115589,0,Personal,36,0.1,0.1,0,Owned,3,Metro,Professional,Married,173,43.12,MANUAL_REVIEW,99.16,2.54
36,686397,789,Self-Employed,4595115,19260,Business,120,1.0,1.0,1,Rented,2,Tier-3,High-School,Single,143,44.9,MANUAL_REVIEW,142.07,6.69
26,445974,600,Salaried,432896,0,Medical,36,2.3,2.3,0,Rented,2,Tier-3,Graduate,Married,60,58.16,MANUAL_REVIEW,37.86,0.97
40,696550,669,Freelancer,3707555,13245,Business,120,6.4,6.4,3,Rented,1,Metro,Graduate,Single,101,36.78,REJECTED,109.01,5.32
35,1579344,709,Salaried,2694585,0,Education,60,4.7,7.1,0,Rented,2,Metro,High-School,Married,14,74.52,APPROVED,44.01,1.71
21,654528,648,Salaried,4396592,14320,Business,84,0.0,0.0,4,Rented,2,Tier-1,Post-Graduate,Married,78,23.6,REJECTED,162.16,6.72
41,613473,549,Salaried,1493133,6097,Personal,12,4.9,8.1,1,Owned,3,Tier-2,Professional,Single,196,36.82,REJECTED,269.38,2.43
43,400001,584,Freelancer,546536,0,Personal,48,9.3,13.3,0,Owned,1,Metro,Graduate,Single,114,42.66,MANUAL_REVIEW,41.98,1.37
25,4685800,758,Salaried,10000000,89088,Education,120,0.4,0.4,3,Rented,0,Tier-1,Graduate,Married,66,66.78,MANUAL_REVIEW,57.37,2.13
39,480669,577,Self-Employed,631141,9204,Medical,12,1.8,15.9,2,Owned,0,Tier-3,Graduate,Married,64,35.4,REJECTED,161.87,1.31
26,802341,637,Self-Employed,1158208,18952,Personal,24,4.0,4.0,2,Family-Owned,2,Metro,Post-Graduate,Single,91,43.0,MANUAL_REVIEW,108.68,1.44
35,1360754,635,Government,3776850,0,Personal,12,7.3,7.3,0,Rented,2,Metro,Professional,Divorced,71,49.56,MANUAL_REVIEW,293.59,2.78
22,1189247,662,Salaried,1919385,21145,Education,60,0.2,0.2,1,Rented,0,Tier-3,Graduate,Married,68,50.04,MANUAL_REVIEW,62.96,1.61
21,1096714,758,Self-Employed,5159122,15677,Business,180,0.0,0.0,3,Owned,3,Tier-2,Post-Graduate,Married,50,47.9,MANUAL_REVIEW,79.55,4.7
31,492148,706,Freelancer,1393682,7024,Education,84,3.0,3.0,1,Owned,2,Tier-2,Graduate,Single,127,57.3,MANUAL_REVIEW,74.42,2.83
33,659863,628,Salaried,4337685,0,Business,180,2.0,11.9,0,Family-Owned,2,Metro,Graduate,Divorced,38,31.48,REJECTED,87.2,6.57
31,1082171,533,Salaried,4384155,12639,Home,360,0.5,4.9,1,Owned,2,Tier-3,Graduate,Married,229,33.28,REJECTED,58.49,4.05
23,616937,465,Salaried,3361175,15953,Business,120,0.8,0.8,1,Owned,2,Tier-1,Graduate,Married,80,19.36,REJECTED,119.25,5.45
31,929643,775,Salaried,849484,0,Personal,48,1.7,1.7,0,Owned,1,Metro,Post-Graduate,Married,31,81.34,APPROVED,28.07,0.91
37,1593812,709,Salaried,4187614,0,Personal,24,3.2,3.8,0,Rented,2,Tier-1,Post-Graduate,Married,163,59.46,MANUAL_REVIEW,146.22,2.63
34,1220001,614,Salaried,1699385,0,Personal,12,3.7,9.3,0,Owned,3,Tier-3,High-School,Married,21,45.66,MANUAL_REVIEW,147.34,1.39
36,1080352,796,Salaried,8692952,25817,Home,360,4.5,8.0,1,Company-Provided,1,Tier-3,Post-Graduate,Single,214,61.9,MANUAL_REVIEW,117.0,8.05
28,1481484,686,Salaried,3205847,33799,Personal,24,2.5,2.5,1,Owned,1,Tier-2,Graduate,Married,222,48.8,MANUAL_REVIEW,147.8,2.16
46,2110264,850,Salaried,1767816,45600,Vehicle,48,1.8,7.4,1,Family-Owned,0,Tier-3,Post-Graduate,Married,221,72.98,APPROVED,51.67,0.84
23,1924476,592,Salaried,6181335,0,Business,180,0.4,0.4,0,Rented,2,Tier-1,Graduate,Single,189,32.38,REJECTED,42.61,3.21
39,300071,614,Salaried,585040,5257,Education,120,0.6,0.6,2,Family-Owned,3,Metro,Graduate,Married,143,44.52,MANUAL_REVIEW,52.59,1.95
46,2354126,818,Salaried,4334931,64859,Medical,24,7.9,24.4,2,Family-Owned,4,Metro,Graduate,Married,191,74.3,APPROVED,135.54,1.84
39,864397,729,Salaried,4126819,27128,Business,120,7.1,13.6,2,Owned,2,Tier-1,High-School,Single,138,55.02,MANUAL_REVIEW,114.97,4.77
32,571083,653,Government,2146020,11040,Education,60,9.2,10.2,2,Rented,1,Tier-2,Graduate,Single,162,57.24,MANUAL_REVIEW,120.12,3.76
29,916130,736,Salaried,915804,17003,Personal,24,3.3,3.3,2,Rented,4,Metro,High-School,Single,44,61.96,MANUAL_REVIEW,77.9,1.0
45,1699397,722,Salaried,2070509,21075,Education,84,2.3,20.9,1,Family-Owned,0,Metro,Graduate,Married,133,79.8,APPROVED,39.53,1.22
21,487875,664,Self-Employed,4702005,12246,Home,300,0.0,0.0,1,Family-Owned,2,Tier-2,High-School,Single,117,35.8,REJECTED,139.32,9.64
25,989305,649,Salaried,5985852,0,Business,120,2.0,2.0,0,Owned,1,Metro,Post-Graduate,Married,149,30.0,REJECTED,97.97,6.05
31,1136846,569,Government,9644111,0,Home,300,2.0,2.0,0,Rented,3,Tier-1,Professional,Married,133,31.5,REJECTED,96.12,8.48
47,483351,518,Salaried,1364592,0,Personal,60,0.5,20.0,0,Rented,2,Metro,Post-Graduate,Single,219,30.7,REJECTED,72.82,2.82
38,783583,779,Salaried,5813267,17462,Business,180,5.8,8.5,2,Rented,1,Tier-2,Graduate,Single,46,56.4,MANUAL_REVIEW,125.15,7.42
25,726982,733,Freelancer,535638,24014,Medical,36,2.1,2.1,3,Owned,3,Tier-3,Graduate,Single,117,56.52,MANUAL_REVIEW,68.38,0.74
31,348347,608,Salaried,1431023,0,Home,240,1.4,8.6,0,Owned,3,Tier-3,Post-Graduate,Married,49,47.42,MANUAL_REVIEW,49.22,4.11
28,598709,649,Salaried,1034572,13735,Education,60,5.2,5.2,2,Family-Owned,1,Metro,Post-Graduate,Divorced,42,51.24,MANUAL_REVIEW,72.1,1.73
27,713003,726,Salaried,1867124,11086,Personal,36,5.8,5.8,1,Owned,2,Tier-2,Graduate,Single,14,60.26,MANUAL_REVIEW,120.79,2.62
44,1886742,802,Salaried,7767032,42275,Business,120,2.6,9.3,1,Owned,1,Metro,Graduate,Single,39,58.46,MANUAL_REVIEW,93.55,4.12
21,1674334,669,Government,2395268,0,Medical,24,0.0,0.0,0,Owned,4,Metro,High-School,Married,198,49.3,MANUAL_REVIEW,79.61,1.43
51,882225,552,Government,7928162,0,Home,240,3.3,18.5,0,Rented,5,Tier-2,Post-Graduate,Married,87,36.1,REJECTED,107.66,8.99
43,1316058,594,Salaried,3072515,0,Personal,12,5.4,10.0,0,Rented,0,Tier-2,Graduate,Married,24,38.6,REJECTED,246.95,2.33
45,602508,581,Self-Employed,2083417,19853,Home,300,5.3,10.1,3,Rented,2,Metro,High-School,Single,55,39.02,REJECTED,78.72,3.46
30,302572,534,Salaried,1388741,0,Business,180,3.1,3.1,0,Rented,2,Tier-1,Graduate,Married,86,28.12,REJECTED,60.88,4.59
33,1022466,624,Government,3550513,27010,Home,180,7.9,10.0,1,Rented,3,Tier-1,Post-Graduate,Married,172,53.3,MANUAL_REVIEW,77.76,3.47
21,1430853,638,Salaried,1817728,16523,Medical,24,0.0,0.0,3,Family-Owned,3,Tier-1,High-School,Married,90,38.7,REJECTED,84.56,1.27
29,1517996,563,Salaried,6884292,25672,Home,180,4.9,4.9,2,Owned,1,Tier-1,Graduate,Married,21,37.58,REJECTED,80.45,4.54
39,1117869,659,Salaried,2522882,17662,Business,60,3.7,3.7,1,Owned,2,Tier-3,Graduate,Single,167,50.24,MANUAL_REVIEW,77.17,2.26
47,715751,633,Salaried,6221352,21296,Home,240,0.8,6.5,1,Owned,1,Tier-1,Professional,Married,52,31.7,REJECTED,139.84,8.69
23,412202,837,Salaried,1210103,9733,Personal,48,0.7,0.7,1,Family-Owned,1,Tier-1,Graduate,Married,89,57.64,MANUAL_REVIEW,118.53,2.94
31,890734,626,Freelancer,2605110,25462,Personal,12,2.0,4.7,1,Rented,2,Metro,Post-Graduate,Married,43,35.64,REJECTED,343.67,2.92
33,516374,651,Government,2630562,6578,Home,240,0.5,0.5,2,Owned,2,Tier-2,High-School,Single,72,41.1,MANUAL_REVIEW,76.32,5.09
21,414347,651,Salaried,3646840,12858,Home,300,0.0,0.0,1,Owned,0,Tier-2,Professional,Married,79,38.1,REJECTED,136.96,8.8
40,991501,780,Salaried,7685558,9707,Home,180,1.5,17.2,1,Family-Owned,2,Tier-1,Graduate,Married,165,58.4,MANUAL_REVIEW,114.57,7.75
27,343734,636,Salaried,2956296,6085,Home,360,0.6,4.0,4,Rented,2,Tier-1,High-School,Married,177,29.4,REJECTED,115.65,8.6
33,740976,659,Salaried,6612222,6436,Home,180,3.8,3.8,2,Owned,1,Tier-2,Graduate,Married,129,45.96,MANUAL_REVIEW,128.79,8.92
30,1454475,748,Self-Employed,4303188,18821,Personal,48,3.5,3.5,1,Rented,0,Tier-1,High-School,Single,196,56.6,MANUAL_REVIEW,106.43,2.96
27,1111977,775,Self-Employed,3387727,36015,Business,84,4.4,4.4,1,Family-Owned,4,Tier-1,High-School,Single,206,63.58,MANUAL_REVIEW,100.51,3.05
34,684853,802,Salaried,4308524,7051,Business,60,3.7,3.7,2,Rented,3,Metro,Graduate,Married,19,54.14,MANUAL_REVIEW,174.62,6.29
32,468599,619,Salaried,3813962,5608,Home,180,6.7,6.7,2,Family-Owned,1,Tier-3,Professional,Married,40,39.04,REJECTED,122.32,8.14
31,2066609,764,Salaried,10000000,0,Home,360,5.1,9.1,0,Rented,2,Tier-1,Graduate,Married,159,73.02,APPROVED,53.12,4.84
27,467652,554,Salaried,2016087,14709,Business,180,2.5,2.5,2,Rented,3,Metro,Post-Graduate,Married,137,25.5,REJECTED,94.93,4.31
38,992477,782,Salaried,1261628,0,Personal,24,5.1,10.0,0,Rented,2,Tier-2,Post-Graduate,Married,71,70.2,MANUAL_REVIEW,70.74,1.27
51,707606,812,Salaried,6646481,18459,Home,180,6.1,27.9,1,Family-Owned,0,Tier-1,High-School,Single,134,64.4,MANUAL_REVIEW,155.9,9.39
36,857288,644,Salaried,3139508,15866,Education,120,3.1,5.1,3,Owned,2,Tier-1,Graduate,Married,119,44.22,MANUAL_REVIEW,81.51,3.66
44,1180655,558,Salaried,8616709,11868,Home,300,3.3,17.5,1,Family-Owned,1,Tier-3,Professional,Married,135,33.6,REJECTED,94.75,7.3
21,458410,700,Self-Employed,3016984,0,Home,360,0.0,0.0,0,Rented,2,Tier-1,High-School,Single,59,43.7,MANUAL_REVIEW,72.24,6.58
36,919056,474,Self-Employed,3191572,0,Business,120,4.8,13.9,0,Family-Owned,3,Tier-3,Graduate,Married,137,38.08,REJECTED,56.23,3.47
24,1289342,512,Government,10000000,36049,Home,180,2.6,2.6,1,Rented,1,Tier-2,Post-Graduate,Married,99,31.42,REJECTED,136.43,7.76
21,3274209,780,Government,2002135,0,Medical,60,0.0,0.0,0,Rented,3,Tier-3,Graduate,Married,73,83.9,APPROVED,15.77,0.61
27,1180012,577,Self-Employed,1472538,24369,Medical,24,0.9,3.8,1,Owned,1,Metro,Professional,Married,25,32.56,REJECTED,94.23,1.25
46,934860,813,Salaried,6327033,15339,Business,120,5.4,6.0,2,Family-Owned,2,Metro,Graduate,Single,106,56.8,MANUAL_REVIEW,129.28,6.77
44,2603713,850,Self-Employed,7633458,45179,Education,60,9.3,15.4,3,Company-Provided,1,Tier-1,Professional,Married,206,72.7,APPROVED,96.44,2.93
37,2006086,648,Government,10000000,0,Home,300,4.4,4.4,0,Rented,5,Tier-1,Graduate,Married,196,50.98,MANUAL_REVIEW,56.48,4.98
21,755469,486,Salaried,792098,15838,Personal,48,0.0,0.0,2,Owned,0,Metro,Graduate,Married,92,33.7,REJECTED,57.37,1.05
33,732561,629,Salaried,1467153,0,Education,60,3.2,8.5,0,Rented,1,Metro,Post-Graduate,Single,161,54.1,MANUAL_REVIEW,51.66,2.0
38,2166466,781,Self-Employed,3343738,47909,Medical,36,1.2,11.5,1,Owned,3,Metro,Professional,Married,229,66.5,MANUAL_REVIEW,86.73,1.54
36,548784,834,Government,1836956,15797,Home,240,6.0,6.0,4,Owned,1,Tier-1,Graduate,Single,26,74.8,APPROVED,74.65,3.35
21,1400914,624,Salaried,5586022,0,Business,180,0.0,0.0,0,Owned,1,Tier-3,Post-Graduate,Married,230,34.7,REJECTED,52.89,3.99
26,655199,748,Salaried,1076677,0,Personal,48,2.4,2.4,0,Rented,3,Tier-2,Post-Graduate,Married,172,60.78,MANUAL_REVIEW,50.49,1.64
34,1608036,723,Self-Employed,7828355,44423,Business,60,1.1,3.5,1,Family-Owned,2,Tier-1,Graduate,Married,179,44.0,MANUAL_REVIEW,158.72,4.87
40,1064044,726,Self-Employed,1767364,29271,Personal,60,4.6,4.9,4,Owned,2,Tier-2,High-School,Married,190,58.78,MANUAL_REVIEW,75.85,1.66
21,599845,700,Freelancer,1111900,0,Personal,36,0.0,0.0,0,Company-Provided,1,Tier-2,Graduate,Married,96,49.3,MANUAL_REVIEW,72.3,1.85
33,1571248,714,Freelancer,2682505,0,Vehicle,60,7.8,8.5,0,Rented,0,Tier-1,Post-Graduate,Single,140,68.4,MANUAL_REVIEW,44.03,1.71
36,607657,535,Government,2368911,16142,Home,240,3.0,7.5,1,Company-Provided,2,Metro,High-School,Married,24,43.8,MANUAL_REVIEW,78.58,3.9
43,834519,687,Government,3557828,0,Home,300,2.1,8.2,0,Owned,2,Tier-3,Graduate,Married,138,61.44,MANUAL_REVIEW,48.3,4.26
41,1301366,550,Government,4595163,0,Education,60,12.2,18.0,0,Rented,1,Tier-2,Graduate,Married,205,44.4,MANUAL_REVIEW,91.07,3.53
40,1266959,665,Salaried,2363528,0,Personal,12,1.5,13.4,0,Rented,0,Tier-1,Post-Graduate,Married,188,50.88,MANUAL_REVIEW,197.33,1.87
27,458210,588,Self-Employed,2513769,12499,Home,360,3.0,3.0,1,Rented,2,Tier-1,Professional,Married,101,29.8,REJECTED,92.95,5.49
21,571710,784,Self-Employed,3451510,14449,Home,240,0.0,0.0,1,Company-Provided,2,Tier-2,Post-Graduate,Divorced,178,51.1,MANUAL_REVIEW,102.66,6.04
31,553762,797,Salaried,2338941,16631,Home,360,2.7,8.2,2,Family-Owned,2,Metro,Graduate,Married,106,65.14,MANUAL_REVIEW,82.4,4.22
45,1501957,761,Salaried,5270664,0,Business,120,1.7,4.2,0,Family-Owned,0,Tier-1,Post-Graduate,Married,116,61.44,MANUAL_REVIEW,56.82,3.51
48,778491,764,Self-Employed,1543435,17336,Personal,12,7.5,17.9,1,Owned,1,Metro,Post-Graduate,Married,99,69.4,MANUAL_REVIEW,236.44,1.98
42,307785,560,Salaried,1272495,6572,Business,180,0.4,0.4,1,Owned,2,Metro,Post-Graduate,Divorced,174,21.18,REJECTED,80.46,4.13
39,412480,640,Government,1044101,0,Education,84,0.1,0.1,0,Owned,2,Tier-1,Post-Graduate,Single,175,44.92,MANUAL_REVIEW,51.21,2.53
38,353195,726,Salaried,1072282,9135,Business,60,0.9,15.8,1,Family-Owned,1,Tier-1,Post-Graduate,Married,165,49.7,MANUAL_REVIEW,109.34,3.04
29,2318076,751,Salaried,2847949,28937,Personal,12,4.0,4.1,2,Rented,3,Tier-2,High-School,Married,179,67.82,MANUAL_REVIEW,144.94,1.23
33,824929,616,Salaried,1407560,22897,Personal,12,2.0,3.8,4,Company-Provided,1,Tier-3,High-School,Single,137,41.46,MANUAL_REVIEW,213.8,1.71
51,1665236,769,Salaried,3764767,52849,Education,84,0.6,23.8,1,Rented,2,Tier-3,Professional,Married,236,66.0,MANUAL_REVIEW,83.83,2.26
25,1255990,729,Government,10000000,19769,Home,360,3.9,3.9,3,Owned,4,Tier-1,Graduate,Married,11,57.38,MANUAL_REVIEW,106.28,7.96
51,784601,803,Freelancer,507504,18524,Medical,36,1.0,1.0,2,Company-Provided,2,Tier-1,Graduate,Married,200,65.4,MANUAL_REVIEW,53.56,0.65
31,767152,804,Salaried,5724864,7018,Business,60,0.4,0.4,3,Family-Owned,0,Tier-2,Graduate,Married,135,46.98,MANUAL_REVIEW,203.46,7.46
48,1733638,698,Salaried,6723506,47638,Education,120,7.0,23.1,2,Rented,1,Metro,Post-Graduate,Single,154,55.9,MANUAL_REVIEW,95.77,3.88
21,636954,602,Freelancer,1082146,0,Vehicle,48,0.0,0.0,0,Family-Owned,2,Tier-3,High-School,Single,99,39.5,REJECTED,52.2,1.7
40,2009530,797,Salaried,6455658,0,Education,84,2.2,16.8,0,Company-Provided,2,Tier-3,Post-Graduate,Married,96,67.6,MANUAL_REVIEW,65.0,3.21
27,1683241,771,Salaried,6427814,37578,Education,60,3.4,4.2,2,Family-Owned,1,Tier-3,Graduate,Married,147,67.14,MANUAL_REVIEW,125.28,3.82
21,553840,728,Self-Employed,1976526,13942,Business,60,0.0,0.0,1,Company-Provided,1,Tier-2,High-School,Widowed,34,42.4,MANUAL_REVIEW,122.26,3.57
37,816272,530,Salaried,1700919,0,Education,120,2.6,2.6,0,Owned,1,Tier-1,High-School,Married,149,51.42,MANUAL_REVIEW,33.74,2.08
